,Country Name,Country Code,Indicator Name,Indicator Code,Year,Population
11269,Seychelles,SYC,"Population, total",SP.POP.TOTL,2002,83723.0
11270,Syrian Arab Republic,SYR,"Population, total",SP.POP.TOTL,2002,17087901.0
11271,Turks and Caicos Islands,TCA,"Population, total",SP.POP.TOTL,2002,21742.0
11272,Chad,TCD,"Population, total",SP.POP.TOTL,2002,9001689.0
11273,East Asia & Pacific (IDA & IBRD countries),TEA,"Population, total",SP.POP.TOTL,2002,1825997060.0
11274,Europe & Central Asia (IDA & IBRD countries),TEC,"Population, total",SP.POP.TOTL,2002,434804671.0
11275,Togo,TGO,"Population, total",SP.POP.TOTL,2002,5251472.0
11276,Thailand,THA,"Population, total",SP.POP.TOTL,2002,64073164.0
11277,Tajikistan,TJK,"Population, total",SP.POP.TOTL,2002,6447688.0
11278,Turkmenistan,TKM,"Population, total",SP.POP.TOTL,2002,4610002.0
11279,Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population, total",SP.POP.TOTL,2002,523270767.0
11280,Timor-Leste,TLS,"Population, total",SP.POP.TOTL,2002,923825.0
11281,Middle East & North Africa (IDA & IBRD countries),TMN,"Population, total",SP.POP.TOTL,2002,287975628.0
11282,Tonga,TON,"Population, total",SP.POP.TOTL,2002,99184.0
11283,South Asia (IDA & IBRD),TSA,"Population, total",SP.POP.TOTL,2002,1437568227.0
11284,Sub-Saharan Africa (IDA & IBRD countries),TSS,"Population, total",SP.POP.TOTL,2002,707099850.0
11285,Trinidad and Tobago,TTO,"Population, total",SP.POP.TOTL,2002,1277837.0
11286,Tunisia,TUN,"Population, total",SP.POP.TOTL,2002,9864326.0
11287,Turkey,TUR,"Population, total",SP.POP.TOTL,2002,65143054.0
11288,Tuvalu,TUV,"Population, total",SP.POP.TOTL,2002,9635.0
11289,Tanzania,TZA,"Population, total",SP.POP.TOTL,2002,36105808.0
11290,Uganda,UGA,"Population, total",SP.POP.TOTL,2002,25718048.0
11291,Ukraine,UKR,"Population, total",SP.POP.TOTL,2002,48202500.0
11292,Upper middle income,UMC,"Population, total",SP.POP.TOTL,2002,2298541505.0
11293,Uruguay,URY,"Population, total",SP.POP.TOTL,2002,3327773.0
11294,United States,USA,"Population, total",SP.POP.TOTL,2002,287625193.0
11295,Uzbekistan,UZB,"Population, total",SP.POP.TOTL,2002,25271850.0
11296,St. Vincent and the Grenadines,VCT,"Population, total",SP.POP.TOTL,2002,108146.0
11297,"Venezuela, RB",VEN,"Population, total",SP.POP.TOTL,2002,25408700.0
11298,British Virgin Islands,VGB,"Population, total",SP.POP.TOTL,2002,21529.0
11299,Virgin Islands (U.S.),VIR,"Population, total",SP.POP.TOTL,2002,108510.0
11300,Vietnam,VNM,"Population, total",SP.POP.TOTL,2002,81956496.0
11301,Vanuatu,VUT,"Population, total",SP.POP.TOTL,2002,193956.0
11302,World,WLD,"Population, total",SP.POP.TOTL,2002,6280530065.0
11303,Samoa,WSM,"Population, total",SP.POP.TOTL,2002,176582.0
11304,Kosovo,XKX,"Population, total",SP.POP.TOTL,2002,1702310.0
11305,"Yemen, Rep.",YEM,"Population, total",SP.POP.TOTL,2002,18919179.0
11306,South Africa,ZAF,"Population, total",SP.POP.TOTL,2002,47026173.0
11307,Zambia,ZMB,"Population, total",SP.POP.TOTL,2002,11120409.0
11308,Zimbabwe,ZWE,"Population, total",SP.POP.TOTL,2002,12500525.0
11309,Aruba,ABW,"Population, total",SP.POP.TOTL,2003,97017.0
11310,Afghanistan,AFG,"Population, total",SP.POP.TOTL,2003,23064851.0
11311,Angola,AGO,"Population, total",SP.POP.TOTL,2003,18203369.0
11312,Albania,ALB,"Population, total",SP.POP.TOTL,2003,3039616.0
11313,Andorra,AND,"Population, total",SP.POP.TOTL,2003,73182.0
11314,Arab World,ARB,"Population, total",SP.POP.TOTL,2003,302434519.0
11315,United Arab Emirates,ARE,"Population, total",SP.POP.TOTL,2003,3741932.0
11316,Argentina,ARG,"Population, total",SP.POP.TOTL,2003,38309379.0
11317,Armenia,ARM,"Population, total",SP.POP.TOTL,2003,3017806.0
11318,American Samoa,ASM,"Population, total",SP.POP.TOTL,2003,59117.0
11319,Antigua and Barbuda,ATG,"Population, total",SP.POP.TOTL,2003,87293.0
11320,Australia,AUS,"Population, total",SP.POP.TOTL,2003,19895400.0
11321,Austria,AUT,"Population, total",SP.POP.TOTL,2003,8121423.0
11322,Azerbaijan,AZE,"Population, total",SP.POP.TOTL,2003,8234100.0
11323,Burundi,BDI,"Population, total",SP.POP.TOTL,2003,6953113.0
11324,Belgium,BEL,"Population, total",SP.POP.TOTL,2003,10376133.0
11325,Benin,BEN,"Population, total",SP.POP.TOTL,2003,7520555.0
11326,Burkina Faso,BFA,"Population, total",SP.POP.TOTL,2003,12654621.0
11327,Bangladesh,BGD,"Population, total",SP.POP.TOTL,2003,139019001.0
11328,Bulgaria,BGR,"Population, total",SP.POP.TOTL,2003,7775327.0
11329,Bahrain,BHR,"Population, total",SP.POP.TOTL,2003,778711.0
11330,"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,2003,315746.0
11331,Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,2003,3779247.0
11332,Belarus,BLR,"Population, total",SP.POP.TOTL,2003,9796749.0
11333,Belize,BLZ,"Population, total",SP.POP.TOTL,2003,269130.0
11334,Bermuda,BMU,"Population, total",SP.POP.TOTL,2003,63325.0
11335,Bolivia,BOL,"Population, total",SP.POP.TOTL,2003,8810420.0
11336,Brazil,BRA,"Population, total",SP.POP.TOTL,2003,182482149.0
11337,Barbados,BRB,"Population, total",SP.POP.TOTL,2003,272258.0
11338,Brunei Darussalam,BRN,"Population, total",SP.POP.TOTL,2003,353389.0
11339,Bhutan,BTN,"Population, total",SP.POP.TOTL,2003,623434.0
11340,Botswana,BWA,"Population, total",SP.POP.TOTL,2003,1804339.0
11341,Central African Republic,CAF,"Population, total",SP.POP.TOTL,2003,3981665.0
11342,Canada,CAN,"Population, total",SP.POP.TOTL,2003,31676000.0
11343,Central Europe and the Baltics,CEB,"Population, total",SP.POP.TOTL,2003,106760768.0
11344,Switzerland,CHE,"Population, total",SP.POP.TOTL,2003,7339001.0
11345,Channel Islands,CHI,"Population, total",SP.POP.TOTL,2003,152038.0
11346,Chile,CHL,"Population, total",SP.POP.TOTL,2003,15799542.0
11347,China,CHN,"Population, total",SP.POP.TOTL,2003,1288400000.0
11348,Cote d'Ivoire,CIV,"Population, total",SP.POP.TOTL,2003,17679355.0
11349,Cameroon,CMR,"Population, total",SP.POP.TOTL,2003,16513822.0
11350,"Congo, Dem. Rep.",COD,"Population, total",SP.POP.TOTL,2003,51390033.0
11351,"Congo, Rep.",COG,"Population, total",SP.POP.TOTL,2003,3502519.0
11352,Colombia,COL,"Population, total",SP.POP.TOTL,2003,42152151.0
11353,Comoros,COM,"Population, total",SP.POP.TOTL,2003,583211.0
11354,Cabo Verde,CPV,"Population, total",SP.POP.TOTL,2003,460147.0
11355,Costa Rica,CRI,"Population, total",SP.POP.TOTL,2003,4125971.0
11356,Caribbean small states,CSS,"Population, total",SP.POP.TOTL,2003,6670276.0
11357,Cuba,CUB,"Population, total",SP.POP.TOTL,2003,11244885.0
11358,Curacao,CUW,"Population, total",SP.POP.TOTL,2003,131897.0
11359,Cayman Islands,CYM,"Population, total",SP.POP.TOTL,2003,46028.0
11360,Cyprus,CYP,"Population, total",SP.POP.TOTL,2003,993563.0
11361,Czech Republic,CZE,"Population, total",SP.POP.TOTL,2003,10193998.0
11362,Germany,DEU,"Population, total",SP.POP.TOTL,2003,82534176.0
11363,Djibouti,DJI,"Population, total",SP.POP.TOTL,2003,758615.0
11364,Dominica,DMA,"Population, total",SP.POP.TOTL,2003,70093.0
11365,Denmark,DNK,"Population, total",SP.POP.TOTL,2003,5390574.0
11366,Dominican Republic,DOM,"Population, total",SP.POP.TOTL,2003,8967760.0
11367,Algeria,DZA,"Population, total",SP.POP.TOTL,2003,32403514.0
11368,East Asia & Pacific (excluding high income),EAP,"Population, total",SP.POP.TOTL,2003,1865072190.0
11369,Early-demographic dividend,EAR,"Population, total",SP.POP.TOTL,2003,2605067367.0
11370,East Asia & Pacific,EAS,"Population, total",SP.POP.TOTL,2003,2099545576.0
11371,Europe & Central Asia (excluding high income),ECA,"Population, total",SP.POP.TOTL,2003,392280391.0
11372,Europe & Central Asia,ECS,"Population, total",SP.POP.TOTL,2003,867457664.0
11373,Ecuador,ECU,"Population, total",SP.POP.TOTL,2003,13289601.0
11374,"Egypt, Arab Rep.",EGY,"Population, total",SP.POP.TOTL,2003,73981942.0
11375,Euro area,EMU,"Population, total",SP.POP.TOTL,2003,325885964.0
11376,Eritrea,ERI,"Population, total",SP.POP.TOTL,2003,3738265.0
11377,Spain,ESP,"Population, total",SP.POP.TOTL,2003,42187645.0
11378,Estonia,EST,"Population, total",SP.POP.TOTL,2003,1370720.0
11379,Ethiopia,ETH,"Population, total",SP.POP.TOTL,2003,72545144.0
11380,European Union,EUU,"Population, total",SP.POP.TOTL,2003,492200117.0
11381,Fragile and conflict affected situations,FCS,"Population, total",SP.POP.TOTL,2003,364275678.0
11382,Finland,FIN,"Population, total",SP.POP.TOTL,2003,5213014.0
11383,Fiji,FJI,"Population, total",SP.POP.TOTL,2003,816628.0
11384,France,FRA,"Population, total",SP.POP.TOTL,2003,62244886.0
11385,Faroe Islands,FRO,"Population, total",SP.POP.TOTL,2003,47974.0
11386,"Micronesia, Fed. Sts.",FSM,"Population, total",SP.POP.TOTL,2003,106816.0
11387,Gabon,GAB,"Population, total",SP.POP.TOTL,2003,1328146.0
11388,United Kingdom,GBR,"Population, total",SP.POP.TOTL,2003,59647577.0
11389,Georgia,GEO,"Population, total",SP.POP.TOTL,2003,4301000.0
11390,Ghana,GHA,"Population, total",SP.POP.TOTL,2003,20446782.0
11391,Gibraltar,GIB,"Population, total",SP.POP.TOTL,2003,31720.0
11392,Guinea,GIN,"Population, total",SP.POP.TOTL,2003,9309848.0
11393,"Gambia, The",GMB,"Population, total",SP.POP.TOTL,2003,1354194.0
11394,Guinea-Bissau,GNB,"Population, total",SP.POP.TOTL,2003,1321202.0
11395,Equatorial Guinea,GNQ,"Population, total",SP.POP.TOTL,2003,694611.0
11396,Greece,GRC,"Population, total",SP.POP.TOTL,2003,10928070.0
11397,Grenada,GRD,"Population, total",SP.POP.TOTL,2003,102375.0
11398,Greenland,GRL,"Population, total",SP.POP.TOTL,2003,56765.0
11399,Guatemala,GTM,"Population, total",SP.POP.TOTL,2003,12500478.0
11400,Guam,GUM,"Population, total",SP.POP.TOTL,2003,157714.0
11401,Guyana,GUY,"Population, total",SP.POP.TOTL,2003,751857.0
11402,High income,HIC,"Population, total",SP.POP.TOTL,2003,1137953182.0
11403,"Hong Kong SAR, China",HKG,"Population, total",SP.POP.TOTL,2003,6730800.0
11404,Honduras,HND,"Population, total",SP.POP.TOTL,2003,7033821.0
11405,Heavily indebted poor countries (HIPC),HPC,"Population, total",SP.POP.TOTL,2003,517352559.0
11406,Croatia,HRV,"Population, total",SP.POP.TOTL,2003,4440000.0
11407,Haiti,HTI,"Population, total",SP.POP.TOTL,2003,8976552.0
11408,Hungary,HUN,"Population, total",SP.POP.TOTL,2003,10129552.0
11409,IBRD only,IBD,"Population, total",SP.POP.TOTL,2003,4121738823.0
11410,IDA & IBRD total,IBT,"Population, total",SP.POP.TOTL,2003,5288758037.0
11411,IDA total,IDA,"Population, total",SP.POP.TOTL,2003,1167019214.0
11412,IDA blend,IDB,"Population, total",SP.POP.TOTL,2003,385980348.0
11413,Indonesia,IDN,"Population, total",SP.POP.TOTL,2003,220545214.0
11414,IDA only,IDX,"Population, total",SP.POP.TOTL,2003,781038866.0
11415,Isle of Man,IMN,"Population, total",SP.POP.TOTL,2003,74587.0
11416,India,IND,"Population, total",SP.POP.TOTL,2003,1108027848.0
11417,Ireland,IRL,"Population, total",SP.POP.TOTL,2003,3996521.0
11418,"Iran, Islamic Rep.",IRN,"Population, total",SP.POP.TOTL,2003,68812713.0
11419,Iraq,IRQ,"Population, total",SP.POP.TOTL,2003,25627626.0
11420,Iceland,ISL,"Population, total",SP.POP.TOTL,2003,289521.0
11421,Israel,ISR,"Population, total",SP.POP.TOTL,2003,6689700.0
11422,Italy,ITA,"Population, total",SP.POP.TOTL,2003,57313203.0
11423,Jamaica,JAM,"Population, total",SP.POP.TOTL,2003,2712511.0
11424,Jordan,JOR,"Population, total",SP.POP.TOTL,2003,5396774.0
11425,Japan,JPN,"Population, total",SP.POP.TOTL,2003,127718000.0
11426,Kazakhstan,KAZ,"Population, total",SP.POP.TOTL,2003,14909018.0
11427,Kenya,KEN,"Population, total",SP.POP.TOTL,2003,34130852.0
11428,Kyrgyz Republic,KGZ,"Population, total",SP.POP.TOTL,2003,5043300.0
11429,Cambodia,KHM,"Population, total",SP.POP.TOTL,2003,12853124.0
11430,Kiribati,KIR,"Population, total",SP.POP.TOTL,2003,88895.0
11431,St. Kitts and Nevis,KNA,"Population, total",SP.POP.TOTL,2003,47306.0
11432,"Korea, Rep.",KOR,"Population, total",SP.POP.TOTL,2003,47892330.0
11433,Kuwait,KWT,"Population, total",SP.POP.TOTL,2003,2169118.0
11434,Latin America & Caribbean (excluding high income),LAC,"Population, total",SP.POP.TOTL,2003,479514487.0
11435,Lao PDR,LAO,"Population, total",SP.POP.TOTL,2003,5579656.0
11436,Lebanon,LBN,"Population, total",SP.POP.TOTL,2003,3701464.0
11437,Liberia,LBR,"Population, total",SP.POP.TOTL,2003,3116233.0
11438,Libya,LBY,"Population, total",SP.POP.TOTL,2003,5615952.0
11439,St. Lucia,LCA,"Population, total",SP.POP.TOTL,2003,160973.0
11440,Latin America & Caribbean,LCN,"Population, total",SP.POP.TOTL,2003,546478662.0
11441,Least developed countries: UN classification,LDC,"Population, total",SP.POP.TOTL,2003,717572892.0
11442,Low income,LIC,"Population, total",SP.POP.TOTL,2003,505488618.0
11443,Liechtenstein,LIE,"Population, total",SP.POP.TOTL,2003,34321.0
11444,Sri Lanka,LKA,"Population, total",SP.POP.TOTL,2003,19215307.0
11445,Lower middle income,LMC,"Population, total",SP.POP.TOTL,2003,2399909122.0
11446,Low & middle income,LMY,"Population, total",SP.POP.TOTL,2003,5221946114.0
11447,Lesotho,LSO,"Population, total",SP.POP.TOTL,2003,1918097.0
11448,Late-demographic dividend,LTE,"Population, total",SP.POP.TOTL,2003,2089475459.0
11449,Lithuania,LTU,"Population, total",SP.POP.TOTL,2003,3415213.0
11450,Luxembourg,LUX,"Population, total",SP.POP.TOTL,2003,451630.0
11451,Latvia,LVA,"Population, total",SP.POP.TOTL,2003,2287955.0
11452,"Macao SAR, China",MAC,"Population, total",SP.POP.TOTL,2003,460147.0
11453,St. Martin (French part),MAF,"Population, total",SP.POP.TOTL,2003,27363.0
11454,Morocco,MAR,"Population, total",SP.POP.TOTL,2003,29843937.0
11455,Monaco,MCO,"Population, total",SP.POP.TOTL,2003,32933.0
11456,Moldova,MDA,"Population, total",SP.POP.TOTL,2003,3612874.0
11457,Madagascar,MDG,"Population, total",SP.POP.TOTL,2003,17279141.0
11458,Maldives,MDV,"Population, total",SP.POP.TOTL,2003,302209.0
11459,Middle East & North Africa,MEA,"Population, total",SP.POP.TOTL,2003,335522845.0
11460,Mexico,MEX,"Population, total",SP.POP.TOTL,2003,105640453.0
11461,Marshall Islands,MHL,"Population, total",SP.POP.TOTL,2003,52116.0
11462,Middle income,MIC,"Population, total",SP.POP.TOTL,2003,4716457496.0
11463,"Macedonia, FYR",MKD,"Population, total",SP.POP.TOTL,2003,2053426.0
11464,Mali,MLI,"Population, total",SP.POP.TOTL,2003,12005128.0
11465,Malta,MLT,"Population, total",SP.POP.TOTL,2003,398582.0
11466,Myanmar,MMR,"Population, total",SP.POP.TOTL,2003,47624894.0
11467,Middle East & North Africa (excluding high income),MNA,"Population, total",SP.POP.TOTL,2003,296114536.0
11468,Montenegro,MNE,"Population, total",SP.POP.TOTL,2003,612267.0
11469,Mongolia,MNG,"Population, total",SP.POP.TOTL,2003,2469286.0
11470,Northern Mariana Islands,MNP,"Population, total",SP.POP.TOTL,2003,67422.0
11471,Mozambique,MOZ,"Population, total",SP.POP.TOTL,2003,19716598.0
11472,Mauritania,MRT,"Population, total",SP.POP.TOTL,2003,2957117.0
11473,Mauritius,MUS,"Population, total",SP.POP.TOTL,2003,1213370.0
11474,Malawi,MWI,"Population, total",SP.POP.TOTL,2003,12336687.0
11475,Malaysia,MYS,"Population, total",SP.POP.TOTL,2003,24688703.0
11476,North America,NAC,"Population, total",SP.POP.TOTL,2003,321847258.0
11477,Namibia,NAM,"Population, total",SP.POP.TOTL,2003,1986535.0
11478,New Caledonia,NCL,"Population, total",SP.POP.TOTL,2003,225296.0
11479,Niger,NER,"Population, total",SP.POP.TOTL,2003,12656870.0
11480,Nigeria,NGA,"Population, total",SP.POP.TOTL,2003,131972533.0
11481,Nicaragua,NIC,"Population, total",SP.POP.TOTL,2003,5240879.0
11482,Netherlands,NLD,"Population, total",SP.POP.TOTL,2003,16225302.0
11483,Norway,NOR,"Population, total",SP.POP.TOTL,2003,4564855.0
11484,Nepal,NPL,"Population, total",SP.POP.TOTL,2003,24950623.0
11485,Nauru,NRU,"Population, total",SP.POP.TOTL,2003,10106.0
11486,New Zealand,NZL,"Population, total",SP.POP.TOTL,2003,4027200.0
11487,OECD members,OED,"Population, total",SP.POP.TOTL,2003,1181328844.0
11488,Oman,OMN,"Population, total",SP.POP.TOTL,2003,2385255.0
11489,Other small states,OSS,"Population, total",SP.POP.TOTL,2003,22141340.0
11490,Pakistan,PAK,"Population, total",SP.POP.TOTL,2003,147703401.0
11491,Panama,PAN,"Population, total",SP.POP.TOTL,2003,3209174.0
11492,Peru,PER,"Population, total",SP.POP.TOTL,2003,26937738.0
11493,Philippines,PHL,"Population, total",SP.POP.TOTL,2003,83031954.0
11494,Palau,PLW,"Population, total",SP.POP.TOTL,2003,19700.0
11495,Papua New Guinea,PNG,"Population, total",SP.POP.TOTL,2003,6010724.0
11496,Poland,POL,"Population, total",SP.POP.TOTL,2003,38204570.0
11497,Pre-demographic dividend,PRE,"Population, total",SP.POP.TOTL,2003,603809871.0
11498,Puerto Rico,PRI,"Population, total",SP.POP.TOTL,2003,3826095.0
11499,"Korea, Dem. People’s Rep.",PRK,"Population, total",SP.POP.TOTL,2003,23538540.0
11500,Portugal,PRT,"Population, total",SP.POP.TOTL,2003,10458821.0
11501,Paraguay,PRY,"Population, total",SP.POP.TOTL,2003,5607950.0
11502,West Bank and Gaza,PSE,"Population, total",SP.POP.TOTL,2003,3154969.0
11503,Pacific island small states,PSS,"Population, total",SP.POP.TOTL,2003,2027212.0
11504,Post-demographic dividend,PST,"Population, total",SP.POP.TOTL,2003,1035918962.0
11505,French Polynesia,PYF,"Population, total",SP.POP.TOTL,2003,248499.0
11506,Qatar,QAT,"Population, total",SP.POP.TOTL,2003,688586.0
11507,Romania,ROU,"Population, total",SP.POP.TOTL,2003,21574326.0
11508,Russian Federation,RUS,"Population, total",SP.POP.TOTL,2003,144648257.0
11509,Rwanda,RWA,"Population, total",SP.POP.TOTL,2003,8680346.0
11510,South Asia,SAS,"Population, total",SP.POP.TOTL,2003,1462906674.0
11511,Saudi Arabia,SAU,"Population, total",SP.POP.TOTL,2003,22556425.0
11512,Sudan,SDN,"Population, total",SP.POP.TOTL,2003,29435944.0
11513,Senegal,SEN,"Population, total",SP.POP.TOTL,2003,10670990.0
11514,Singapore,SGP,"Population, total",SP.POP.TOTL,2003,4114826.0
11515,Solomon Islands,SLB,"Population, total",SP.POP.TOTL,2003,446769.0
11516,Sierra Leone,SLE,"Population, total",SP.POP.TOTL,2003,5199549.0
11517,El Salvador,SLV,"Population, total",SP.POP.TOTL,2003,5971535.0
11518,San Marino,SMR,"Population, total",SP.POP.TOTL,2003,28494.0
11519,Somalia,SOM,"Population, total",SP.POP.TOTL,2003,9836397.0
11520,Serbia,SRB,"Population, total",SP.POP.TOTL,2003,7480591.0
11521,Sub-Saharan Africa (excluding high income),SSA,"Population, total",SP.POP.TOTL,2003,726057836.0
11522,South Sudan,SSD,"Population, total",SP.POP.TOTL,2003,7501642.0
11523,Sub-Saharan Africa,SSF,"Population, total",SP.POP.TOTL,2003,726140617.0
11524,Small states,SST,"Population, total",SP.POP.TOTL,2003,30838828.0
11525,Sao Tome and Principe,STP,"Population, total",SP.POP.TOTL,2003,148372.0
11526,Suriname,SUR,"Population, total",SP.POP.TOTL,2003,488332.0
11527,Slovak Republic,SVK,"Population, total",SP.POP.TOTL,2003,5373374.0
11528,Slovenia,SVN,"Population, total",SP.POP.TOTL,2003,1995733.0
11529,Sweden,SWE,"Population, total",SP.POP.TOTL,2003,8958229.0
11530,Swaziland,SWZ,"Population, total",SP.POP.TOTL,2003,1087392.0
11531,Sint Maarten (Dutch part),SXM,"Population, total",SP.POP.TOTL,2003,31472.0
11532,Seychelles,SYC,"Population, total",SP.POP.TOTL,2003,82781.0
11533,Syrian Arab Republic,SYR,"Population, total",SP.POP.TOTL,2003,17415266.0
11534,Turks and Caicos Islands,TCA,"Population, total",SP.POP.TOTL,2003,23410.0
11535,Chad,TCD,"Population, total",SP.POP.TOTL,2003,9353201.0
11536,East Asia & Pacific (IDA & IBRD countries),TEA,"Population, total",SP.POP.TOTL,2003,1841494233.0
11537,Europe & Central Asia (IDA & IBRD countries),TEC,"Population, total",SP.POP.TOTL,2003,434924961.0
11538,Togo,TGO,"Population, total",SP.POP.TOTL,2003,5391401.0
11539,Thailand,THA,"Population, total",SP.POP.TOTL,2003,64554952.0
11540,Tajikistan,TJK,"Population, total",SP.POP.TOTL,2003,6576877.0
11541,Turkmenistan,TKM,"Population, total",SP.POP.TOTL,2003,4655741.0
11542,Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population, total",SP.POP.TOTL,2003,530331985.0
11543,Timor-Leste,TLS,"Population, total",SP.POP.TOTL,2003,960852.0
11544,Middle East & North Africa (IDA & IBRD countries),TMN,"Population, total",SP.POP.TOTL,2003,292959567.0
11545,Tonga,TON,"Population, total",SP.POP.TOTL,2003,99789.0
11546,South Asia (IDA & IBRD),TSA,"Population, total",SP.POP.TOTL,2003,1462906674.0
11547,Sub-Saharan Africa (IDA & IBRD countries),TSS,"Population, total",SP.POP.TOTL,2003,726140617.0
11548,Trinidad and Tobago,TTO,"Population, total",SP.POP.TOTL,2003,1284052.0
11549,Tunisia,TUN,"Population, total",SP.POP.TOTL,2003,9939678.0
11550,Turkey,TUR,"Population, total",SP.POP.TOTL,2003,66085803.0
11551,Tuvalu,TUV,"Population, total",SP.POP.TOTL,2003,9767.0
11552,Tanzania,TZA,"Population, total",SP.POP.TOTL,2003,37149072.0
11553,Uganda,UGA,"Population, total",SP.POP.TOTL,2003,26624820.0
11554,Ukraine,UKR,"Population, total",SP.POP.TOTL,2003,47812950.0
11555,Upper middle income,UMC,"Population, total",SP.POP.TOTL,2003,2316548374.0
11556,Uruguay,URY,"Population, total",SP.POP.TOTL,2003,3325637.0
11557,United States,USA,"Population, total",SP.POP.TOTL,2003,290107933.0
11558,Uzbekistan,UZB,"Population, total",SP.POP.TOTL,2003,25567650.0
11559,St. Vincent and the Grenadines,VCT,"Population, total",SP.POP.TOTL,2003,108350.0
11560,"Venezuela, RB",VEN,"Population, total",SP.POP.TOTL,2003,25868523.0
11561,British Virgin Islands,VGB,"Population, total",SP.POP.TOTL,2003,22000.0
11562,Virgin Islands (U.S.),VIR,"Population, total",SP.POP.TOTL,2003,108506.0
11563,Vietnam,VNM,"Population, total",SP.POP.TOTL,2003,82747662.0
11564,Vanuatu,VUT,"Population, total",SP.POP.TOTL,2003,198964.0
11565,World,WLD,"Population, total",SP.POP.TOTL,2003,6359899296.0
11566,Samoa,WSM,"Population, total",SP.POP.TOTL,2003,177662.0
11567,Kosovo,XKX,"Population, total",SP.POP.TOTL,2003,1703466.0
11568,"Yemen, Rep.",YEM,"Population, total",SP.POP.TOTL,2003,19462086.0
11569,South Africa,ZAF,"Population, total",SP.POP.TOTL,2003,47648727.0
11570,Zambia,ZMB,"Population, total",SP.POP.TOTL,2003,11421984.0
11571,Zimbabwe,ZWE,"Population, total",SP.POP.TOTL,2003,12633897.0
11572,Aruba,ABW,"Population, total",SP.POP.TOTL,2004,98737.0
11573,Afghanistan,AFG,"Population, total",SP.POP.TOTL,2004,24118979.0
11574,Angola,AGO,"Population, total",SP.POP.TOTL,2004,18865716.0
11575,Albania,ALB,"Population, total",SP.POP.TOTL,2004,3026939.0
11576,Andorra,AND,"Population, total",SP.POP.TOTL,2004,76244.0
11577,Arab World,ARB,"Population, total",SP.POP.TOTL,2004,309162029.0
11578,United Arab Emirates,ARE,"Population, total",SP.POP.TOTL,2004,4087931.0
11579,Argentina,ARG,"Population, total",SP.POP.TOTL,2004,38728696.0
11580,Armenia,ARM,"Population, total",SP.POP.TOTL,2004,3000612.0
11581,American Samoa,ASM,"Population, total",SP.POP.TOTL,2004,59264.0
11582,Antigua and Barbuda,ATG,"Population, total",SP.POP.TOTL,2004,88257.0
11583,Australia,AUS,"Population, total",SP.POP.TOTL,2004,20127400.0
11584,Austria,AUT,"Population, total",SP.POP.TOTL,2004,8171966.0
11585,Azerbaijan,AZE,"Population, total",SP.POP.TOTL,2004,8306500.0
11586,Burundi,BDI,"Population, total",SP.POP.TOTL,2004,7182451.0
11587,Belgium,BEL,"Population, total",SP.POP.TOTL,2004,10421137.0
11588,Benin,BEN,"Population, total",SP.POP.TOTL,2004,7750004.0
11589,Burkina Faso,BFA,"Population, total",SP.POP.TOTL,2004,13030569.0
11590,Bangladesh,BGD,"Population, total",SP.POP.TOTL,2004,141307489.0
11591,Bulgaria,BGR,"Population, total",SP.POP.TOTL,2004,7716860.0
11592,Bahrain,BHR,"Population, total",SP.POP.TOTL,2004,829848.0
11593,"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,2004,322526.0
11594,Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,2004,3781287.0
11595,Belarus,BLR,"Population, total",SP.POP.TOTL,2004,9730146.0
11596,Belize,BLZ,"Population, total",SP.POP.TOTL,2004,276089.0
11597,Bermuda,BMU,"Population, total",SP.POP.TOTL,2004,63740.0
11598,Bolivia,BOL,"Population, total",SP.POP.TOTL,2004,8967741.0
11599,Brazil,BRA,"Population, total",SP.POP.TOTL,2004,184738458.0
11600,Barbados,BRB,"Population, total",SP.POP.TOTL,2004,273091.0
11601,Brunei Darussalam,BRN,"Population, total",SP.POP.TOTL,2004,359523.0
11602,Bhutan,BTN,"Population, total",SP.POP.TOTL,2004,640282.0
11603,Botswana,BWA,"Population, total",SP.POP.TOTL,2004,1829330.0
11604,Central African Republic,CAF,"Population, total",SP.POP.TOTL,2004,4055036.0
11605,Canada,CAN,"Population, total",SP.POP.TOTL,2004,31995000.0
11606,Central Europe and the Baltics,CEB,"Population, total",SP.POP.TOTL,2004,106466116.0
11607,Switzerland,CHE,"Population, total",SP.POP.TOTL,2004,7389625.0
11608,Channel Islands,CHI,"Population, total",SP.POP.TOTL,2004,153170.0
11609,Chile,CHL,"Population, total",SP.POP.TOTL,2004,15973778.0
11610,China,CHN,"Population, total",SP.POP.TOTL,2004,1296075000.0
11611,Cote d'Ivoire,CIV,"Population, total",SP.POP.TOTL,2004,17997738.0
11612,Cameroon,CMR,"Population, total",SP.POP.TOTL,2004,16959081.0
11613,"Congo, Dem. Rep.",COD,"Population, total",SP.POP.TOTL,2004,53034217.0
11614,"Congo, Rep.",COG,"Population, total",SP.POP.TOTL,2004,3605439.0
11615,Colombia,COL,"Population, total",SP.POP.TOTL,2004,42724163.0
11616,Comoros,COM,"Population, total",SP.POP.TOTL,2004,597228.0
