,Country Name,Country Code,Indicator Name,Indicator Code,Year,Population
10520,Aruba,ABW,"Population, total",SP.POP.TOTL,2000,90853.0
10521,Afghanistan,AFG,"Population, total",SP.POP.TOTL,2000,20093756.0
10522,Angola,AGO,"Population, total",SP.POP.TOTL,2000,16440924.0
10523,Albania,ALB,"Population, total",SP.POP.TOTL,2000,3089027.0
10524,Andorra,AND,"Population, total",SP.POP.TOTL,2000,65390.0
10525,Arab World,ARB,"Population, total",SP.POP.TOTL,2000,283832016.0
10526,United Arab Emirates,ARE,"Population, total",SP.POP.TOTL,2000,3154925.0
10527,Argentina,ARG,"Population, total",SP.POP.TOTL,2000,37057452.0
10528,Armenia,ARM,"Population, total",SP.POP.TOTL,2000,3069588.0
10529,American Samoa,ASM,"Population, total",SP.POP.TOTL,2000,57521.0
10530,Antigua and Barbuda,ATG,"Population, total",SP.POP.TOTL,2000,83584.0
10531,Australia,AUS,"Population, total",SP.POP.TOTL,2000,19153000.0
10532,Austria,AUT,"Population, total",SP.POP.TOTL,2000,8011566.0
10533,Azerbaijan,AZE,"Population, total",SP.POP.TOTL,2000,8048600.0
10534,Burundi,BDI,"Population, total",SP.POP.TOTL,2000,6400706.0
10535,Belgium,BEL,"Population, total",SP.POP.TOTL,2000,10251250.0
10536,Benin,BEN,"Population, total",SP.POP.TOTL,2000,6865951.0
10537,Burkina Faso,BFA,"Population, total",SP.POP.TOTL,2000,11607942.0
10538,Bangladesh,BGD,"Population, total",SP.POP.TOTL,2000,131581243.0
10539,Bulgaria,BGR,"Population, total",SP.POP.TOTL,2000,8170172.0
10540,Bahrain,BHR,"Population, total",SP.POP.TOTL,2000,664614.0
10541,"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,2000,297890.0
10542,Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,2000,3766706.0
10543,Belarus,BLR,"Population, total",SP.POP.TOTL,2000,9979610.0
10544,Belize,BLZ,"Population, total",SP.POP.TOTL,2000,247315.0
10545,Bermuda,BMU,"Population, total",SP.POP.TOTL,2000,61833.0
10546,Bolivia,BOL,"Population, total",SP.POP.TOTL,2000,8339512.0
10547,Brazil,BRA,"Population, total",SP.POP.TOTL,2000,175287587.0
10548,Barbados,BRB,"Population, total",SP.POP.TOTL,2000,269847.0
10549,Brunei Darussalam,BRN,"Population, total",SP.POP.TOTL,2000,333241.0
10550,Bhutan,BTN,"Population, total",SP.POP.TOTL,2000,573416.0
10551,Botswana,BWA,"Population, total",SP.POP.TOTL,2000,1728340.0
10552,Central African Republic,CAF,"Population, total",SP.POP.TOTL,2000,3754986.0
10553,Canada,CAN,"Population, total",SP.POP.TOTL,2000,30769700.0
10554,Central Europe and the Baltics,CEB,"Population, total",SP.POP.TOTL,2000,108405522.0
10555,Switzerland,CHE,"Population, total",SP.POP.TOTL,2000,7184250.0
10556,Channel Islands,CHI,"Population, total",SP.POP.TOTL,2000,148725.0
10557,Chile,CHL,"Population, total",SP.POP.TOTL,2000,15262754.0
10558,China,CHN,"Population, total",SP.POP.TOTL,2000,1262645000.0
10559,Cote d'Ivoire,CIV,"Population, total",SP.POP.TOTL,2000,16686561.0
10560,Cameroon,CMR,"Population, total",SP.POP.TOTL,2000,15274234.0
10561,"Congo, Dem. Rep.",COD,"Population, total",SP.POP.TOTL,2000,47076387.0
10562,"Congo, Rep.",COG,"Population, total",SP.POP.TOTL,2000,3225727.0
10563,Colombia,COL,"Population, total",SP.POP.TOTL,2000,40403958.0
10564,Comoros,COM,"Population, total",SP.POP.TOTL,2000,542357.0
10565,Cabo Verde,CPV,"Population, total",SP.POP.TOTL,2000,435079.0
10566,Costa Rica,CRI,"Population, total",SP.POP.TOTL,2000,3925443.0
10567,Caribbean small states,CSS,"Population, total",SP.POP.TOTL,2000,6530691.0
10568,Cuba,CUB,"Population, total",SP.POP.TOTL,2000,11150736.0
10569,Curacao,CUW,"Population, total",SP.POP.TOTL,2000,133860.0
10570,Cayman Islands,CYM,"Population, total",SP.POP.TOTL,2000,41687.0
10571,Cyprus,CYP,"Population, total",SP.POP.TOTL,2000,943286.0
10572,Czech Republic,CZE,"Population, total",SP.POP.TOTL,2000,10255063.0
10573,Germany,DEU,"Population, total",SP.POP.TOTL,2000,82211508.0
10574,Djibouti,DJI,"Population, total",SP.POP.TOTL,2000,717584.0
10575,Dominica,DMA,"Population, total",SP.POP.TOTL,2000,69676.0
10576,Denmark,DNK,"Population, total",SP.POP.TOTL,2000,5339616.0
10577,Dominican Republic,DOM,"Population, total",SP.POP.TOTL,2000,8562622.0
10578,Algeria,DZA,"Population, total",SP.POP.TOTL,2000,31183660.0
10579,East Asia & Pacific (excluding high income),EAP,"Population, total",SP.POP.TOTL,2000,1815956211.0
10580,Early-demographic dividend,EAR,"Population, total",SP.POP.TOTL,2000,2474600589.0
10581,East Asia & Pacific,EAS,"Population, total",SP.POP.TOTL,2000,2047150745.0
10582,Europe & Central Asia (excluding high income),ECA,"Population, total",SP.POP.TOTL,2000,392657969.0
10583,Europe & Central Asia,ECS,"Population, total",SP.POP.TOTL,2000,862304086.0
10584,Ecuador,ECU,"Population, total",SP.POP.TOTL,2000,12628596.0
10585,"Egypt, Arab Rep.",EGY,"Population, total",SP.POP.TOTL,2000,69905988.0
10586,Euro area,EMU,"Population, total",SP.POP.TOTL,2000,321310787.0
10587,Eritrea,ERI,"Population, total",SP.POP.TOTL,2000,3392801.0
10588,Spain,ESP,"Population, total",SP.POP.TOTL,2000,40567864.0
10589,Estonia,EST,"Population, total",SP.POP.TOTL,2000,1396985.0
10590,Ethiopia,ETH,"Population, total",SP.POP.TOTL,2000,66537331.0
10591,European Union,EUU,"Population, total",SP.POP.TOTL,2000,488178832.0
10592,Fragile and conflict affected situations,FCS,"Population, total",SP.POP.TOTL,2000,337602457.0
10593,Finland,FIN,"Population, total",SP.POP.TOTL,2000,5176209.0
10594,Fiji,FJI,"Population, total",SP.POP.TOTL,2000,811223.0
10595,France,FRA,"Population, total",SP.POP.TOTL,2000,60912500.0
10596,Faroe Islands,FRO,"Population, total",SP.POP.TOTL,2000,47258.0
10597,"Micronesia, Fed. Sts.",FSM,"Population, total",SP.POP.TOTL,2000,107432.0
10598,Gabon,GAB,"Population, total",SP.POP.TOTL,2000,1231122.0
10599,United Kingdom,GBR,"Population, total",SP.POP.TOTL,2000,58892514.0
10600,Georgia,GEO,"Population, total",SP.POP.TOTL,2000,4418300.0
10601,Ghana,GHA,"Population, total",SP.POP.TOTL,2000,18938762.0
10602,Gibraltar,GIB,"Population, total",SP.POP.TOTL,2000,31180.0
10603,Guinea,GIN,"Population, total",SP.POP.TOTL,2000,8808546.0
10604,"Gambia, The",GMB,"Population, total",SP.POP.TOTL,2000,1231844.0
10605,Guinea-Bissau,GNB,"Population, total",SP.POP.TOTL,2000,1243229.0
10606,Equatorial Guinea,GNQ,"Population, total",SP.POP.TOTL,2000,614323.0
10607,Greece,GRC,"Population, total",SP.POP.TOTL,2000,10805808.0
10608,Grenada,GRD,"Population, total",SP.POP.TOTL,2000,101619.0
10609,Greenland,GRL,"Population, total",SP.POP.TOTL,2000,56200.0
10610,Guatemala,GTM,"Population, total",SP.POP.TOTL,2000,11650743.0
10611,Guam,GUM,"Population, total",SP.POP.TOTL,2000,155329.0
10612,Guyana,GUY,"Population, total",SP.POP.TOTL,2000,753301.0
10613,High income,HIC,"Population, total",SP.POP.TOTL,2000,1115010208.0
10614,"Hong Kong SAR, China",HKG,"Population, total",SP.POP.TOTL,2000,6665000.0
10615,Honduras,HND,"Population, total",SP.POP.TOTL,2000,6524283.0
10616,Heavily indebted poor countries (HIPC),HPC,"Population, total",SP.POP.TOTL,2000,474935556.0
10617,Croatia,HRV,"Population, total",SP.POP.TOTL,2000,4426000.0
10618,Haiti,HTI,"Population, total",SP.POP.TOTL,2000,8549200.0
10619,Hungary,HUN,"Population, total",SP.POP.TOTL,2000,10210971.0
10620,IBRD only,IBD,"Population, total",SP.POP.TOTL,2000,3986056196.0
10621,IDA & IBRD total,IBT,"Population, total",SP.POP.TOTL,2000,5072466718.0
10622,IDA total,IDA,"Population, total",SP.POP.TOTL,2000,1086410522.0
10623,IDA blend,IDB,"Population, total",SP.POP.TOTL,2000,361050467.0
10624,Indonesia,IDN,"Population, total",SP.POP.TOTL,2000,211540429.0
10625,IDA only,IDX,"Population, total",SP.POP.TOTL,2000,725360055.0
10626,Isle of Man,IMN,"Population, total",SP.POP.TOTL,2000,72554.0
10627,India,IND,"Population, total",SP.POP.TOTL,2000,1053050912.0
10628,Ireland,IRL,"Population, total",SP.POP.TOTL,2000,3805174.0
10629,"Iran, Islamic Rep.",IRN,"Population, total",SP.POP.TOTL,2000,66131854.0
10630,Iraq,IRQ,"Population, total",SP.POP.TOTL,2000,23565413.0
10631,Iceland,ISL,"Population, total",SP.POP.TOTL,2000,281205.0
10632,Israel,ISR,"Population, total",SP.POP.TOTL,2000,6289000.0
10633,Italy,ITA,"Population, total",SP.POP.TOTL,2000,56942108.0
10634,Jamaica,JAM,"Population, total",SP.POP.TOTL,2000,2656864.0
10635,Jordan,JOR,"Population, total",SP.POP.TOTL,2000,5103130.0
10636,Japan,JPN,"Population, total",SP.POP.TOTL,2000,126843000.0
10637,Kazakhstan,KAZ,"Population, total",SP.POP.TOTL,2000,14883626.0
10638,Kenya,KEN,"Population, total",SP.POP.TOTL,2000,31450483.0
10639,Kyrgyz Republic,KGZ,"Population, total",SP.POP.TOTL,2000,4898400.0
10640,Cambodia,KHM,"Population, total",SP.POP.TOTL,2000,12152354.0
10641,Kiribati,KIR,"Population, total",SP.POP.TOTL,2000,84406.0
10642,St. Kitts and Nevis,KNA,"Population, total",SP.POP.TOTL,2000,45374.0
10643,"Korea, Rep.",KOR,"Population, total",SP.POP.TOTL,2000,47008111.0
10644,Kuwait,KWT,"Population, total",SP.POP.TOTL,2000,2050741.0
10645,Latin America & Caribbean (excluding high income),LAC,"Population, total",SP.POP.TOTL,2000,459908706.0
10646,Lao PDR,LAO,"Population, total",SP.POP.TOTL,2000,5329304.0
10647,Lebanon,LBN,"Population, total",SP.POP.TOTL,2000,3235366.0
10648,Liberia,LBR,"Population, total",SP.POP.TOTL,2000,2884522.0
10649,Libya,LBY,"Population, total",SP.POP.TOTL,2000,5355751.0
10650,St. Lucia,LCA,"Population, total",SP.POP.TOTL,2000,156949.0
10651,Latin America & Caribbean,LCN,"Population, total",SP.POP.TOTL,2000,524829251.0
10652,Least developed countries: UN classification,LDC,"Population, total",SP.POP.TOTL,2000,664804763.0
10653,Low income,LIC,"Population, total",SP.POP.TOTL,2000,465631330.0
10654,Liechtenstein,LIE,"Population, total",SP.POP.TOTL,2000,33286.0
10655,Sri Lanka,LKA,"Population, total",SP.POP.TOTL,2000,18781938.0
10656,Lower middle income,LMC,"Population, total",SP.POP.TOTL,2000,2280235216.0
10657,Low & middle income,LMY,"Population, total",SP.POP.TOTL,2000,5006672528.0
10658,Lesotho,LSO,"Population, total",SP.POP.TOTL,2000,1868699.0
10659,Late-demographic dividend,LTE,"Population, total",SP.POP.TOTL,2000,2047187331.0
10660,Lithuania,LTU,"Population, total",SP.POP.TOTL,2000,3499536.0
10661,Luxembourg,LUX,"Population, total",SP.POP.TOTL,2000,436300.0
10662,Latvia,LVA,"Population, total",SP.POP.TOTL,2000,2367550.0
10663,"Macao SAR, China",MAC,"Population, total",SP.POP.TOTL,2000,427979.0
10664,St. Martin (French part),MAF,"Population, total",SP.POP.TOTL,2000,28384.0
10665,Morocco,MAR,"Population, total",SP.POP.TOTL,2000,28849621.0
10666,Monaco,MCO,"Population, total",SP.POP.TOTL,2000,32082.0
10667,Moldova,MDA,"Population, total",SP.POP.TOTL,2000,3639592.0
10668,Madagascar,MDG,"Population, total",SP.POP.TOTL,2000,15766806.0
10669,Maldives,MDV,"Population, total",SP.POP.TOTL,2000,280384.0
10670,Middle East & North Africa,MEA,"Population, total",SP.POP.TOTL,2000,317129227.0
10671,Mexico,MEX,"Population, total",SP.POP.TOTL,2000,101719673.0
10672,Marshall Islands,MHL,"Population, total",SP.POP.TOTL,2000,52159.0
10673,Middle income,MIC,"Population, total",SP.POP.TOTL,2000,4541041198.0
10674,"Macedonia, FYR",MKD,"Population, total",SP.POP.TOTL,2000,2034819.0
10675,Mali,MLI,"Population, total",SP.POP.TOTL,2000,10967690.0
10676,Malta,MLT,"Population, total",SP.POP.TOTL,2000,390087.0
10677,Myanmar,MMR,"Population, total",SP.POP.TOTL,2000,46095462.0
10678,Middle East & North Africa (excluding high income),MNA,"Population, total",SP.POP.TOTL,2000,280955290.0
10679,Montenegro,MNE,"Population, total",SP.POP.TOTL,2000,604950.0
10680,Mongolia,MNG,"Population, total",SP.POP.TOTL,2000,2397436.0
10681,Northern Mariana Islands,MNP,"Population, total",SP.POP.TOTL,2000,69094.0
10682,Mozambique,MOZ,"Population, total",SP.POP.TOTL,2000,18067687.0
10683,Mauritania,MRT,"Population, total",SP.POP.TOTL,2000,2709359.0
10684,Mauritius,MUS,"Population, total",SP.POP.TOTL,2000,1186873.0
10685,Malawi,MWI,"Population, total",SP.POP.TOTL,2000,11376172.0
10686,Malaysia,MYS,"Population, total",SP.POP.TOTL,2000,23185608.0
10687,North America,NAC,"Population, total",SP.POP.TOTL,2000,312993944.0
10688,Namibia,NAM,"Population, total",SP.POP.TOTL,2000,1899257.0
10689,New Caledonia,NCL,"Population, total",SP.POP.TOTL,2000,213230.0
10690,Niger,NER,"Population, total",SP.POP.TOTL,2000,11352973.0
10691,Nigeria,NGA,"Population, total",SP.POP.TOTL,2000,122352009.0
10692,Nicaragua,NIC,"Population, total",SP.POP.TOTL,2000,5026796.0
10693,Netherlands,NLD,"Population, total",SP.POP.TOTL,2000,15925513.0
10694,Norway,NOR,"Population, total",SP.POP.TOTL,2000,4490967.0
10695,Nepal,NPL,"Population, total",SP.POP.TOTL,2000,23740911.0
10696,Nauru,NRU,"Population, total",SP.POP.TOTL,2000,10037.0
10697,New Zealand,NZL,"Population, total",SP.POP.TOTL,2000,3857700.0
10698,OECD members,OED,"Population, total",SP.POP.TOTL,2000,1156568672.0
10699,Oman,OMN,"Population, total",SP.POP.TOTL,2000,2267991.0
10700,Other small states,OSS,"Population, total",SP.POP.TOTL,2000,20939372.0
10701,Pakistan,PAK,"Population, total",SP.POP.TOTL,2000,138523285.0
10702,Panama,PAN,"Population, total",SP.POP.TOTL,2000,3030347.0
10703,Peru,PER,"Population, total",SP.POP.TOTL,2000,25914879.0
10704,Philippines,PHL,"Population, total",SP.POP.TOTL,2000,77991569.0
10705,Palau,PLW,"Population, total",SP.POP.TOTL,2000,19175.0
10706,Papua New Guinea,PNG,"Population, total",SP.POP.TOTL,2000,5572222.0
10707,Poland,POL,"Population, total",SP.POP.TOTL,2000,38258629.0
10708,Pre-demographic dividend,PRE,"Population, total",SP.POP.TOTL,2000,554097477.0
10709,Puerto Rico,PRI,"Population, total",SP.POP.TOTL,2000,3810605.0
10710,"Korea, Dem. People’s Rep.",PRK,"Population, total",SP.POP.TOTL,2000,22929075.0
10711,Portugal,PRT,"Population, total",SP.POP.TOTL,2000,10289898.0
10712,Paraguay,PRY,"Population, total",SP.POP.TOTL,2000,5302700.0
10713,West Bank and Gaza,PSE,"Population, total",SP.POP.TOTL,2000,2922153.0
10714,Pacific island small states,PSS,"Population, total",SP.POP.TOTL,2000,1964216.0
10715,Post-demographic dividend,PST,"Population, total",SP.POP.TOTL,2000,1020591853.0
10716,French Polynesia,PYF,"Population, total",SP.POP.TOTL,2000,237258.0
10717,Qatar,QAT,"Population, total",SP.POP.TOTL,2000,592267.0
10718,Romania,ROU,"Population, total",SP.POP.TOTL,2000,22442971.0
10719,Russian Federation,RUS,"Population, total",SP.POP.TOTL,2000,146596557.0
10720,Rwanda,RWA,"Population, total",SP.POP.TOTL,2000,8025703.0
10721,South Asia,SAS,"Population, total",SP.POP.TOTL,2000,1386625845.0
10722,Saudi Arabia,SAU,"Population, total",SP.POP.TOTL,2000,20764312.0
10723,Sudan,SDN,"Population, total",SP.POP.TOTL,2000,27250535.0
10724,Senegal,SEN,"Population, total",SP.POP.TOTL,2000,9884052.0
10725,Singapore,SGP,"Population, total",SP.POP.TOTL,2000,4027887.0
10726,Solomon Islands,SLB,"Population, total",SP.POP.TOTL,2000,412609.0
10727,Sierra Leone,SLE,"Population, total",SP.POP.TOTL,2000,4564297.0
10728,El Salvador,SLV,"Population, total",SP.POP.TOTL,2000,5867626.0
10729,San Marino,SMR,"Population, total",SP.POP.TOTL,2000,27418.0
10730,Somalia,SOM,"Population, total",SP.POP.TOTL,2000,9011479.0
10731,Serbia,SRB,"Population, total",SP.POP.TOTL,2000,7516346.0
10732,Sub-Saharan Africa (excluding high income),SSA,"Population, total",SP.POP.TOTL,2000,670568507.0
10733,South Sudan,SSD,"Population, total",SP.POP.TOTL,2000,6700656.0
10734,Sub-Saharan Africa,SSF,"Population, total",SP.POP.TOTL,2000,670649638.0
10735,Small states,SST,"Population, total",SP.POP.TOTL,2000,29434279.0
10736,Sao Tome and Principe,STP,"Population, total",SP.POP.TOTL,2000,138606.0
10737,Suriname,SUR,"Population, total",SP.POP.TOTL,2000,472390.0
10738,Slovak Republic,SVK,"Population, total",SP.POP.TOTL,2000,5388720.0
10739,Slovenia,SVN,"Population, total",SP.POP.TOTL,2000,1988925.0
10740,Sweden,SWE,"Population, total",SP.POP.TOTL,2000,8872109.0
10741,Swaziland,SWZ,"Population, total",SP.POP.TOTL,2000,1061468.0
10742,Sint Maarten (Dutch part),SXM,"Population, total",SP.POP.TOTL,2000,30519.0
10743,Seychelles,SYC,"Population, total",SP.POP.TOTL,2000,81131.0
10744,Syrian Arab Republic,SYR,"Population, total",SP.POP.TOTL,2000,16410848.0
10745,Turks and Caicos Islands,TCA,"Population, total",SP.POP.TOTL,2000,18873.0
10746,Chad,TCD,"Population, total",SP.POP.TOTL,2000,8342559.0
10747,East Asia & Pacific (IDA & IBRD countries),TEA,"Population, total",SP.POP.TOTL,2000,1792988790.0
10748,Europe & Central Asia (IDA & IBRD countries),TEC,"Population, total",SP.POP.TOTL,2000,435342598.0
10749,Togo,TGO,"Population, total",SP.POP.TOTL,2000,4970367.0
10750,Thailand,THA,"Population, total",SP.POP.TOTL,2000,62958021.0
10751,Tajikistan,TJK,"Population, total",SP.POP.TOTL,2000,6216205.0
10752,Turkmenistan,TKM,"Population, total",SP.POP.TOTL,2000,4516131.0
10753,Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population, total",SP.POP.TOTL,2000,508826710.0
10754,Timor-Leste,TLS,"Population, total",SP.POP.TOTL,2000,871607.0
10755,Middle East & North Africa (IDA & IBRD countries),TMN,"Population, total",SP.POP.TOTL,2000,278033137.0
10756,Tonga,TON,"Population, total",SP.POP.TOTL,2000,98082.0
10757,South Asia (IDA & IBRD),TSA,"Population, total",SP.POP.TOTL,2000,1386625845.0
10758,Sub-Saharan Africa (IDA & IBRD countries),TSS,"Population, total",SP.POP.TOTL,2000,670649638.0
10759,Trinidad and Tobago,TTO,"Population, total",SP.POP.TOTL,2000,1267984.0
10760,Tunisia,TUN,"Population, total",SP.POP.TOTL,2000,9699197.0
10761,Turkey,TUR,"Population, total",SP.POP.TOTL,2000,63240121.0
10762,Tuvalu,TUV,"Population, total",SP.POP.TOTL,2000,9420.0
10763,Tanzania,TZA,"Population, total",SP.POP.TOTL,2000,34178042.0
10764,Uganda,UGA,"Population, total",SP.POP.TOTL,2000,24039274.0
10765,Ukraine,UKR,"Population, total",SP.POP.TOTL,2000,49175848.0
10766,Upper middle income,UMC,"Population, total",SP.POP.TOTL,2000,2260805982.0
10767,Uruguay,URY,"Population, total",SP.POP.TOTL,2000,3321245.0
10768,United States,USA,"Population, total",SP.POP.TOTL,2000,282162411.0
10769,Uzbekistan,UZB,"Population, total",SP.POP.TOTL,2000,24650400.0
10770,St. Vincent and the Grenadines,VCT,"Population, total",SP.POP.TOTL,2000,107898.0
10771,"Venezuela, RB",VEN,"Population, total",SP.POP.TOTL,2000,24488340.0
10772,British Virgin Islands,VGB,"Population, total",SP.POP.TOTL,2000,20645.0
10773,Virgin Islands (U.S.),VIR,"Population, total",SP.POP.TOTL,2000,108642.0
10774,Vietnam,VNM,"Population, total",SP.POP.TOTL,2000,80285562.0
10775,Vanuatu,VUT,"Population, total",SP.POP.TOTL,2000,185063.0
10776,World,WLD,"Population, total",SP.POP.TOTL,2000,6121682736.0
10777,Samoa,WSM,"Population, total",SP.POP.TOTL,2000,174610.0
10778,Kosovo,XKX,"Population, total",SP.POP.TOTL,2000,1700000.0
10779,"Yemen, Rep.",YEM,"Population, total",SP.POP.TOTL,2000,17874725.0
10780,South Africa,ZAF,"Population, total",SP.POP.TOTL,2000,45728315.0
10781,Zambia,ZMB,"Population, total",SP.POP.TOTL,2000,10531221.0
10782,Zimbabwe,ZWE,"Population, total",SP.POP.TOTL,2000,12222251.0
10783,Aruba,ABW,"Population, total",SP.POP.TOTL,2001,92898.0
10784,Afghanistan,AFG,"Population, total",SP.POP.TOTL,2001,20966463.0
10785,Angola,AGO,"Population, total",SP.POP.TOTL,2001,16983266.0
10786,Albania,ALB,"Population, total",SP.POP.TOTL,2001,3060173.0
10787,Andorra,AND,"Population, total",SP.POP.TOTL,2001,67341.0
10788,Arab World,ARB,"Population, total",SP.POP.TOTL,2001,289850357.0
10789,United Arab Emirates,ARE,"Population, total",SP.POP.TOTL,2001,3326032.0
10790,Argentina,ARG,"Population, total",SP.POP.TOTL,2001,37471509.0
10791,Armenia,ARM,"Population, total",SP.POP.TOTL,2001,3050655.0
10792,American Samoa,ASM,"Population, total",SP.POP.TOTL,2001,58175.0
10793,Antigua and Barbuda,ATG,"Population, total",SP.POP.TOTL,2001,85057.0
10794,Australia,AUS,"Population, total",SP.POP.TOTL,2001,19413000.0
10795,Austria,AUT,"Population, total",SP.POP.TOTL,2001,8042293.0
10796,Azerbaijan,AZE,"Population, total",SP.POP.TOTL,2001,8111200.0
10797,Burundi,BDI,"Population, total",SP.POP.TOTL,2001,6555829.0
10798,Belgium,BEL,"Population, total",SP.POP.TOTL,2001,10286570.0
10799,Benin,BEN,"Population, total",SP.POP.TOTL,2001,7076733.0
10800,Burkina Faso,BFA,"Population, total",SP.POP.TOTL,2001,11944587.0
10801,Bangladesh,BGD,"Population, total",SP.POP.TOTL,2001,134107160.0
10802,Bulgaria,BGR,"Population, total",SP.POP.TOTL,2001,8009142.0
10803,Bahrain,BHR,"Population, total",SP.POP.TOTL,2001,697549.0
10804,"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,2001,303135.0
10805,Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,2001,3771284.0
10806,Belarus,BLR,"Population, total",SP.POP.TOTL,2001,9928549.0
10807,Belize,BLZ,"Population, total",SP.POP.TOTL,2001,254984.0
10808,Bermuda,BMU,"Population, total",SP.POP.TOTL,2001,62504.0
10809,Bolivia,BOL,"Population, total",SP.POP.TOTL,2001,8496375.0
10810,Brazil,BRA,"Population, total",SP.POP.TOTL,2001,177750670.0
10811,Barbados,BRB,"Population, total",SP.POP.TOTL,2001,270685.0
10812,Brunei Darussalam,BRN,"Population, total",SP.POP.TOTL,2001,340117.0
10813,Bhutan,BTN,"Population, total",SP.POP.TOTL,2001,589600.0
10814,Botswana,BWA,"Population, total",SP.POP.TOTL,2001,1754935.0
10815,Central African Republic,CAF,"Population, total",SP.POP.TOTL,2001,3832203.0
10816,Canada,CAN,"Population, total",SP.POP.TOTL,2001,31081900.0
10817,Central Europe and the Baltics,CEB,"Population, total",SP.POP.TOTL,2001,107800399.0
10818,Switzerland,CHE,"Population, total",SP.POP.TOTL,2001,7229854.0
10819,Channel Islands,CHI,"Population, total",SP.POP.TOTL,2001,149793.0
10820,Chile,CHL,"Population, total",SP.POP.TOTL,2001,15444969.0
10821,China,CHN,"Population, total",SP.POP.TOTL,2001,1271850000.0
10822,Cote d'Ivoire,CIV,"Population, total",SP.POP.TOTL,2001,17040152.0
10823,Cameroon,CMR,"Population, total",SP.POP.TOTL,2001,15671927.0
10824,"Congo, Dem. Rep.",COD,"Population, total",SP.POP.TOTL,2001,48394338.0
10825,"Congo, Rep.",COG,"Population, total",SP.POP.TOTL,2001,3315806.0
10826,Colombia,COL,"Population, total",SP.POP.TOTL,2001,40988909.0
10827,Comoros,COM,"Population, total",SP.POP.TOTL,2001,555888.0
10828,Cabo Verde,CPV,"Population, total",SP.POP.TOTL,2001,443716.0
10829,Costa Rica,CRI,"Population, total",SP.POP.TOTL,2001,3996798.0
10830,Caribbean small states,CSS,"Population, total",SP.POP.TOTL,2001,6577216.0
10831,Cuba,CUB,"Population, total",SP.POP.TOTL,2001,11186542.0
10832,Curacao,CUW,"Population, total",SP.POP.TOTL,2001,129047.0
10833,Cayman Islands,CYM,"Population, total",SP.POP.TOTL,2001,43316.0
10834,Cyprus,CYP,"Population, total",SP.POP.TOTL,2001,960282.0
10835,Czech Republic,CZE,"Population, total",SP.POP.TOTL,2001,10216605.0
10836,Germany,DEU,"Population, total",SP.POP.TOTL,2001,82349925.0
10837,Djibouti,DJI,"Population, total",SP.POP.TOTL,2001,732711.0
10838,Dominica,DMA,"Population, total",SP.POP.TOTL,2001,69670.0
10839,Denmark,DNK,"Population, total",SP.POP.TOTL,2001,5358783.0
10840,Dominican Republic,DOM,"Population, total",SP.POP.TOTL,2001,8697126.0
10841,Algeria,DZA,"Population, total",SP.POP.TOTL,2001,31592153.0
10842,East Asia & Pacific (excluding high income),EAP,"Population, total",SP.POP.TOTL,2001,1833033752.0
10843,Early-demographic dividend,EAR,"Population, total",SP.POP.TOTL,2001,2518353223.0
10844,East Asia & Pacific,EAS,"Population, total",SP.POP.TOTL,2001,2065521836.0
10845,Europe & Central Asia (excluding high income),ECA,"Population, total",SP.POP.TOTL,2001,392446165.0
10846,Europe & Central Asia,ECS,"Population, total",SP.POP.TOTL,2001,863615632.0
10847,Ecuador,ECU,"Population, total",SP.POP.TOTL,2001,12852755.0
10848,"Egypt, Arab Rep.",EGY,"Population, total",SP.POP.TOTL,2001,71226940.0
10849,Euro area,EMU,"Population, total",SP.POP.TOTL,2001,322547880.0
10850,Eritrea,ERI,"Population, total",SP.POP.TOTL,2001,3497124.0
10851,Spain,ESP,"Population, total",SP.POP.TOTL,2001,40850412.0
10852,Estonia,EST,"Population, total",SP.POP.TOTL,2001,1388115.0
10853,Ethiopia,ETH,"Population, total",SP.POP.TOTL,2001,68492257.0
10854,European Union,EUU,"Population, total",SP.POP.TOTL,2001,489155665.0
10855,Fragile and conflict affected situations,FCS,"Population, total",SP.POP.TOTL,2001,346168747.0
10856,Finland,FIN,"Population, total",SP.POP.TOTL,2001,5188008.0
10857,Fiji,FJI,"Population, total",SP.POP.TOTL,2001,814218.0
10858,France,FRA,"Population, total",SP.POP.TOTL,2001,61357430.0
10859,Faroe Islands,FRO,"Population, total",SP.POP.TOTL,2001,47526.0
10860,"Micronesia, Fed. Sts.",FSM,"Population, total",SP.POP.TOTL,2001,107165.0
10861,Gabon,GAB,"Population, total",SP.POP.TOTL,2001,1262259.0
10862,United Kingdom,GBR,"Population, total",SP.POP.TOTL,2001,59119673.0
10863,Georgia,GEO,"Population, total",SP.POP.TOTL,2001,4386400.0
10864,Ghana,GHA,"Population, total",SP.POP.TOTL,2001,19421605.0
10865,Gibraltar,GIB,"Population, total",SP.POP.TOTL,2001,31374.0
10866,Guinea,GIN,"Population, total",SP.POP.TOTL,2001,8971139.0
10867,"Gambia, The",GMB,"Population, total",SP.POP.TOTL,2001,1270495.0
10868,Guinea-Bissau,GNB,"Population, total",SP.POP.TOTL,2001,1267512.0
10869,Equatorial Guinea,GNQ,"Population, total",SP.POP.TOTL,2001,639762.0
